user,Review,SENTIMEN
clarisya,"Shopee sangat membantu sekali, semua yang di butuhkan ada di shopee, shopee favorit banget",positif
veratarin,Sangat bagus saya suka,positif
Trivita96,Good online shop.....,positif
sarahmut26_,"Pelanggan setia ,udh banyak barang aku trima dan semua nya menyenangkan makasih shopee Semoga menjadi aplikasi olshop pertama di indonesia",positif
Astampu,Shopee ok banget,positif
Rtnbila,Seneng..saran lbh banyak kin gratis ongkir..untuk pengguna pedagang online..keamanan ditingkatkan lagi,positif
seannavaro,belanja aman dan banyak promo,positif
fii_petrichor,Shopeepay joss ??,positif
taniantsy,"Okeh.. Makasih uddah respon buat gratis ongkir cod nya wlwpun kebanyakan bonus cuma buat pengguna shopee pay.. Saran saya biar lebih banyak kalangan yang pakai shopee, bonus cashback pun di berikan kepada pembeli dengan mode cod.. Terimakasih",positif
heyyyyygurl,Belanja aman dan terpercaya. Mantul,positif
vitawd,Top markotop,positif
Aliqianasyifa,Oke sangat mudah.dan membantu keinginan apapun bisa terwujut tidak perlu kemana2 cukup diam dirumah datang sendiri.shopi menurut saya seperti om jin..apa pun ke inginan saya terpenuhi??????,positif
fiitriiamaharanii,semogaaa lancar jayaa,positif
Shirlypsatia,Emang paling enak shoping online d shopee.. dapat gratis ongkir terus... Barang selalu sampai dengan aman.,positif
sanrised,Belanja apa aja itu mudah kalau belanjanya di SHOPEE??????,positif
nirmalaherasaputri,Suka bisa berlangganan di shopee.. tapi saldo shopeepayku di bekukan karena kemarin salah pin tolong dong di aktifkan lagii supaya saya bisa belanja lagii...,positif
feeramadhani13,Pengiriman cepat dan memuaskan,positif
Liza06032001,Super duper mantul mah shopee harga murah banget banyak focher jg aku makin suka belanha di shopee,positif
Mozzaazaaa,"Belanja lebih mudah dtn shopee banyak kupon gratisannya lagi,,mantaplah",positif
yolandafeliciaa,"Trmksih shopee saya suka,pengiriman barang selalu cepat,barang tidak mengecewakan,,pokoknya the best buat shopee????????",positif
sntteresia,Shopee ist the best...,positif
LailiEybi,Aplkasi yang sangat membantu disaat pandemi,positif
siska_al,"Sangat membantu sekali buat nyari2 barang, banyak variasi dan bisa banding2 harga antar toko.. Apalagi sekarang jadi bisa ikut jualan juga.. suka sekali ????",positif
windidc,Mantap shopee ??,positif
naanrhdyh,"Luar biasa, barang aman"" semua",positif
firadif,Mantap,positif
tsaqif_fnny,Saya sangat puas belanja di shopee.. Alhamdulillah sejauh ini saya selalu mendapatkan yang terbaik,positif
nadnat,Suka banget belanja disini?? barang yang saya beli hampir rata² realpict,positif
saas,Good Aplication saya suka,positif
okiedokie,Shopee memang luar biasa,positif
Nanay_,Keren pokonya deh mantap,positif
fhadyashbk,aplikasi yang membantu,positif
arifatriN,mantap Tak Bisa dijelaskan dengan kata-kata pokoknya sukses selalu shopee.,positif
laurarore,"Selalu suka deh sama shopee .. Belanja aman, murah dan terpercaya serta banyak gratis ongkir dan diskon cashback hehehe",positif
santileviani,Shopee good !!!,positif
helloits_ann,Mantap,positif
Amaliastn,Banyak manfaat yang dapat diperoleh baik sebagai pembeli maupun penjual,positif
nurultikaa,Good job,positif
sitimunawaroh9,Shopee emang the best banget Semua harga terjangkau,positif
putriintan_okt,Bagus banget terimakasih,positif
Alinbizt,Mantap..,positif
softpalem,Tempat belanja yang sangat mudah,positif
ihdaafifah,Saya sangat menyukai shopping sesuai dengan barang dan harga,positif
dstriavitri,Bagus pokoknya,positif
santijuwita,"Sangat memuaskan belanja di,shopee.yuk gaes ikutan belanja d shopee",positif
kamila_rozibah,"Pokoknya saya puas belanja di shopee, sukses terus buat shopee",positif
biancattya,Sangat membantu aplikasi ini...,positif
nabilahafiza,saya sk blnja di shopee ga perlu keluar rmh ttinggal pesen barang dateng??????????,positif
Kakaramnst,"Sangat bagus, barang²'a mudah didapatkan dan juga murah.. Bnyak diskon, bisa belanja sekarang dan bayar akhir bulan. Top lah number 1?? Thank shopeepaylater ??",positif
rindia,Mempermudah sayaa belanja online,positif
levinathe,Mantap aplikasi ini sangat membantu pembelanjaan saya.. Terimakasih,positif
Vikianggra,Aplikasinya sangat membantu??,POSITIF
sitifms,Shopee adalah yang terbaik,POSITIF
radhwl,Asyik banyak diskon di sini,POSITIF
mlyzrk,Belanja di shophie puas banget,POSITIF
nvslp,Bagus… cepat dan terpercaya,POSITIF
chrstabellearl,"Belanja Puas Dengan Shopee,Barang Cepat Datang... Kualitas Barang, MANTAP",POSITIF
trizmaf,Shopee suka gajelas kadang eror,POSITIF
putecahya,Saya suka banget belanja di shopee,POSITIF
puutri_,Sekarang lebih suka belanja di shopee karena promo free ongkirnya??,POSITIF
Bhetangely,Saya sangat suka belanja di shopy banyak diskon dan ada shopy pay later bisa di cicil,POSITIF
Kalishaaa,Belanja paling mudah dan terpercaya??,POSITIF
Adelbetaroreh,saya suka banget belanja di sini!!!,POSITIF
Grande,Mantap sekali aku suka,POSITIF
kyotdumps,keren belanja di sini,POSITIF
brokolycryspy,Belanja jadi lebih mudah dan nggak usah susah susah keluar,POSITIF
umimasf,Shoppy I like you aplikasi online nomer satu??,POSITIF
adindaev,No comment...good aplikasi,POSITIF
Lenirose,Aplikasinya bagus banget semua bisa di proses,POSITIF
nacaaldilaf,Terimakasih shopee,POSITIF
mandinirynii,Barang bagus,POSITIF
liza_farhani,"Cukup puas berbelanja hanya di Shopee 9,9,,,banyak promonya yang memuaskan. sudah gitu gratis ongkir lagii..terimakasi Shopee",POSITIF
queenvictorique,"Pengalaman belanja di shopee sangat memuaskan.barang yang dijual banyak diskon dan promo,produk pasti sesuai dengan pesanan,pengiriman cepat dan tidak pernah mengecewakan. TERIMA KASIH..",POSITIF
ernarnura,Belanja tenang dirumah dengan kemudahan dr shopee????,POSITIF
Rinafaj,Sekarang shopee ku lancar,POSITIF
Awalianurrahmah,Shopee super mantap,POSITIF
marinetopia_,"Good sekali aplikasi ini saya sekarang jadi jarang keluar,karena ada shopee yang selalu siap mengatar pesanan kita ke rumah,",POSITIF
Viena511,Puas sekali sama pelayanannya,POSITIF
girlsteuthic,Wah ternyata pakai shopee top banget,POSITIF
R_A_Alula,Shopee sangat keren aku suka shopee,POSITIF
nurjanah100,Mantap ni grastis ongkir muluk tidak menyesal dehhh kalau beli beli...,POSITIF
mitaptrc,"Pengalaman pemesanan pertama kali berkesan, walaupun coba2 untuk produk Rp. 1 nya tapi beneran loh dikirim dengan terkemas baik produk Rp. 1 nya?????????? Makasih Shopee, bakal banyak lirik2 ke sini deh ????",POSITIF
rara_30,shopee makin cakep ????,POSITIF
xalfiani,Aku Suka shopee,POSITIF
nfafadks333,Sangat bagus,POSITIF
niawidya26,"Di masa pandemi ini belanja online adalah solusinya, suka   masa shopee??",POSITIF
uniamalina,Bagus,POSITIF
titinfaridatul,Mau cari apa aja ada di shopee Mempermudah saya untuk belanja semua keperluan rumah termasuk keperluan babanyaku Semua keperluan selalu belanja disini Semoga kedepannya semakin banyak gratis ongkir dan harga yang lebih murah lagi ya hehehe Sukses selalu shopee ??,POSITIF
alled,Pelayanannya ramah dan lumayan cepat,POSITIF
nbellajanes,Alus pisan topplah,POSITIF
andhintrc,"Barang sesuai pesanan, sesuai d foto, sering kasih gratisan ongkir, suuiiippp",POSITIF
Karuniamaya,"Aman belanja d shopee, kalaupun barang pesanan tidak datang shopee pasti bantuin",POSITIF
nuruul17,Shopee the best?,POSITIF
chikenteriyaki,Bermanfaat,POSITIF
fauziahfii,Sangat membantu dlm berbelanjaa Terima kasih,POSITIF
afifahlee,Dah dikasi 5star..selama blnj di shopee blm prnh bermasalah..shopee shopee shopee...sop sapi????,POSITIF
tiaraayusalsabila,please buat shope bikin game yang menghasilkan koin dong note: bukan cuma shope tanam karena pas di goyang dapatnya sedikit plis lah bikin game kaya subway sur*t kek apa gimana yang penting menghasilkan koin hehe saran semoga di baca dan di realisasikan,POSITIF
jenjenie_,Wah bagus banget ini shopee zaman sekarang saya suka dengan aplikasi ini mohon lebih di tingkatkan lagi mimin agar aplikasi shopee ini makin berkembang,POSITIF
Lunnayp,"Belanja di Shopee aman karena penjualnya amanah. So, never doubt",POSITIF
dindinpimpim,"Barang bagus, pengiriman cepat",POSITIF
lilymanlly,Shopee memang mntaapp,POSITIF
chitanggini,Mantap mudah cara pakainya,POSITIF
melissadrmwn,"Alhamdulillah dengan ada aplikasi shopee sangat membantu kami dalam bertransaksi pembelian apa pun serba ada,,kuliatas barang barang pun sangat baik,, terimakasih",POSITIF
agathagizka,.shopee mantul,POSITIF
priskilavanessa,Puas blnja d shopee,POSITIF
Luthfi_fanani,Puas berbelanja dishopee.sesuai ekspetasi,POSITIF
Bluepearl8,"Belanja puas,aman dan nyaman",POSITIF
Flooorieee,Enak nyari barang disini.. Lebih murah dari toko sebelah,POSITIF
diniwulandita,Top. Terbaik,POSITIF
maesty,aplikasi shop ini memang paling bagus,POSITIF
Nonawian,Pengiriman nya cepat.. Banyak gratis ongkir nya.. sukaaaaa,POSITIF
balqisasaniaa,Sangat membantu dalam pencarian barang yang sesuai dengan harapan,POSITIF
andriani_iska,Suka banget sama shopee,POSITIF
gandiniwibii,Sangat membantu,POSITIF
geminithings,"mudah,praktis,hemat dan terpuaskan",POSITIF
kartika__rahma24,Mantap No 1 benar benar,POSITIF
virdannisa_99,"Bagus banget aplikasi Shopee ini, bisa belanja berbagai macam barang, dan banyak vouchernya, ada permainannya lagi, pokoknya seru deh",POSITIF
tiarashafr,Pengirimanya cepat?? kualitas baju bagus saya suka,POSITIF
riscanss,"Mantap pokoknya kalau belanja di shopee barang sesuai pilihan dan bagus,respon toko dan pengiriman cepat ????????",POSITIF
Rishalicious,Harga pada terjangkau pokoknya jooss lah,POSITIF
Maulisha305,"mudah,simple,dan terpercaya",POSITIF
Kazumi_Elise,"Kualitas bagus, pengiriman bagus apalagi harga",POSITIF
erizkia,Bagus sekali,POSITIF
clarista_,Makin mantap lah sekarang shopee,POSITIF
heygins,selalu sukaa dan puas,POSITIF
pangshit,Senang berlaganan sama shopee,POSITIF
nurulitaaf_,Shopee sangat bagus.kurir2 nya ramah.banyak diskon meriah.harganya terjangkau,POSITIF
Winonamldya,Aplikasi bagus,POSITIF
lianaharnum,Thx shopee sukses selalu jual online paling T O P....,POSITIF
Nindhitacinta,"Aplikasi Belanja Online terbaik. Semua barang yang kita cari tersedia lengkap, mulai dari barang elektronik, pakaian, perlengkapan dan masih banyak lainnya. Juga terdapat bangak voucher dan diskon besar besar an.",POSITIF
yayannnnnn,shopee. solusi segala masalah,POSITIF
giyaashptr,kalo lebih baik kutambah bintang ?? nya,POSITIF
annorajace,Bagus barang nya cepet datang nya tidak mengecewakan belanja di shopee,POSITIF
Ulfi04,Lebih nyaman karena ada COD,POSITIF
heyhilda,Mantul mantap betul??,POSITIF
katezath,Murah murah harga barangnya dan banyak promo,POSITIF
jiminee10,bagus saya bisa beli apapun,POSITIF
marlyngie,Sangat membantu dalam belanja,POSITIF
thresia_f,Beruntung bngt pke shopee??????,POSITIF
hanahrun,"Aplikasi belanja onlain terbaik, semoga lebih banyak discount",POSITIF
mentaritiara,Shopeee oke banget,POSITIF
kartikarahma__,Buka aplikasi shoppi susah buka gambar nya padahal sinyal penuh tapi pas buka aplikasi lain cepett,POSITIF
emadayana,Aplikasi sangat mrmbantu saat mager baget buat keluar rumah,POSITIF
najwaashivaaa,"Bagus aplikasinya, bisa memudahkan untuk kita bertranksasi.",POSITIF
mutiaraa_azzah,"sering"" diskon",POSITIF
kiskin,Bagus bangaet pelayanannya memuaskan sekali Pokoknya terbaik deh shoppeee!!! Belanja online no 1 dengan kualitas Yang bagus dan murah meriah.... Promo gratis ongkirnya the bestttt banget... Tapi sayang sudah gak bis. Milih jasa kirim lagiii..... Tingkt kan lagi pelayanannya good jobbb the best mas brooo!!!!!!!! ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,POSITIF
fitriawdr,"Dari awal thn 2018 kenal dengan shopee ada satu dua barang yang kurang puas saya beli karena belom terlalu ngerti cara belanjanya,,,, Tapi setelah itu baru saya ngerti cara melihat barang bagus dari ulasan pembeli ternyata benar barangnya bagus,saya beli dari hp,sepatu,tas,baju,celana dll semua dari shopee Mksh shopee selalu terus berjaya dan bekerja sama dengan seller"" yang berkwalitas yang top deh Sukses terus buat shopee dan seller",POSITIF
Arizali,"Tadinya bete, karena cek status pembelian belum muncul2 di web. Padahal dah tf via ATM. Pesan produk banyak lagi. Terus jadi cemas gara2 sudah tf dana... eh gak tau cara konfirmasinya.... bayangan duit angus sudah terngiang-ngiang di kepala..... Syukur Alhamdulillaah... ternyata 3 hari kemudian barangnya dah dianterin sm kurir.... Trimks shopee... maaf yaa.. dah kasih 1 * (bintang) di tgl 8 Jan 2021. Skr aku ralat nii... bintangnya full.. 5 bintang buat shopee.... ??????????",POSITIF
adeliafidha,"Alhamdulillah berkat kenal shopee sangat membantu saya untuk cari-cari barang.....terus hri saya ada kendala gak bs buka yang lain nya d aplikasi shopee, seperti shopee tanam,shopee later,dll kalo klik itu keluar aplikasi Mulu....itu kira2 kenapa ya mind????mohon pencerahan ny.... masalah nya saya menggunakan shopeepay later,takut pas waktunya pembayaran,d sengaja gak bayar lagi.....padahal akun nya gak bs ke buka.....",POSITIF
sabatenala,"Pemakai setia shopee hehe....banyak program yang nguntungin banget. Pengen terus ningkatin member biar bisa dapat banyak promosi. Sampe saat ni blm pernah kecewa sih dalam orderannya. Sistem pembatalan jg cepat, aman, respon baik. Trimakaaasiihh shoppeee...??",POSITIF
ivanadsa,"Aplikasi mudah di gunakan, banyak sekali pormo menarik, tapi sekarang jasa kurirnya tidak bisa memilih, Mungkin bisa di pertimbangan lagi untuk merubah opsi kurirnya agar pengguna bisa bebas memilih jasa kirim yang di sukai, karena setiap daerah berbeda-beda kecepatan pengirimannya,",POSITIF
alfianalm,"Puas banget belanja disini,saran aku kalau mau belanja pinter² nyari voucher yah,biar ongkirnya murah,Terus Jan lupa cari discount yang gede²,aku kemaren beli sneakers harga normal 300k,eh ada flashsale jadi 35k doang!kece abos dah!,buruan download shopee Terus beli barang sebanyak²nya biar cepet naek level,buat apa?biar dapat voucher sebanyak²nya!!",POSITIF
monikssi,"Memudahkan , beres gak ribet, profesional dan tanggung jawab atas semua Cancel an ... Ramah sopan mantapz jaya... Surabaya menyapa... Josss gandos... sampai pemesanan sekarang tetap lancar aman terkendali... Matur Suwon... Alkhamndulillah... Terima kasih,,,",POSITIF
Emmaafina,"Aplikasinya sangat bagus untuk transaksi jual beli, belanja jadi lebih mudah, produknya juga banyak yang bagus. Puas dengan pelayanan dan kerja kerasnya, pencegahan akun dari pihak yang ingin mencuri data sangat baik. Terimakasih Shopee",POSITIF
sandrafauziahkusuma,"Puas dengan Shopee yang melayani dengan baik, dan selektif terhadap seller,sehingga konsumen merasa terlindungi, TINGKATKAN TERUS PELAYANANNYA, , SHOPEE MAJU DAN SUKSES Untuk pengiriman yang satu lokasi antara pemesan dan seller apa tidak bisa diusahakan 1 hari nyampai,mengingat jaraknya dekat banget",POSITIF
millybaby,"Aplikasi shopee menurut saya aplikasi belanja yang benar-benar nomor 1, mereka bertanggung jawab sekali atas kesalahan toko-toko yang khilaf. Terimakasih min karena melalui shopee saya bisa belanja keluar pulau dan selalu menikmati gratis ongkir.",POSITIF
szsolitude,"Aplikasi bagus untuk berbelanja online, selama pakai Shopee lancar lancar saja tidak ada kendala, selama barang yang saya beli sesuai dengan keinginan dan tidak ada komplai komplain,seller di shopee fast respon jg dengan kurir kurir nya ramah dan cepat ngirim pakait, good luck buat shopee dan semua nya yang terlibat",POSITIF
stefbrend,"Saya menggunakan shopee bagi saya sangatlah praktis,mudah...karena saya seorg wanita bekerja... Butuh apapun yang harga sesuai...tinggal masukkan ke keranjang Sangat praktislah...walaupun terkadang mndapat barang yang tidak sesuai..namun itu sudah konsisten",POSITIF
juliaenrain,"Selama belanja di shopee selalu aman ga pernah kecewa, layanan paylatter nya juga sangat oke, bunga nya relatif kecil. mudah""an saya juga bisa menikmati layanan spinjam seperti pengguna lain. Terimakasih shopee.",POSITIF
putriayujwijayanti,"Selama beli di shopee alhamdulilah gak pernah ketipu sih,,cuma untuk sekarang yang agak bikin kesel dan ribet gak bisa pilih jasa kirim gk kayak dulu,,biasanya selalu pilih j&t kalo sekarang tergantung shopeenya,,tolong untuk kedepannya lebih diperbaiki lagi ya,,",POSITIF
azaleaghinaaa,"aplikasinya no crash, soal pembayaran jg gapernah ada problem walaupun saya pakai metode aneh2 yang kadang campur2 tapi duit aman 100%. aplikasi keren, kalau ada yang blagi gabagus brarti usernya kurang bijak dalam berbelanja dan memilih tokonya. Sekian terimakasih!",POSITIF
xxphew,"Belanja lebih mudah tanpa perlu keluar rumah, apalagi sekarang ada SPayLatter jadi lebih ringan juga pembayarnnya, bisa dicicil lagi ?? terimakasih shopee.. salam hangat dariku yang selalu setia memakai jasa mu ?????????? like like like like like like",POSITIF
